customer_id,recency,frequency,monetary,customer_type,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
C01445,58,5,1977.1399999999999,Regular,2,3,3,233,2.6666666666666665,At Risk
C01446,167,10,3625.93,Occasional,4,5,5,455,4.666666666666667,Champions
C01447,263,4,517.26,Regular,5,2,1,521,2.6666666666666665,New Customers
C01448,254,4,1773.2600000000002,Regular,5,2,3,523,3.3333333333333335,New Customers
C01449,38,4,210.0,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01450,65,5,936.52,Regular,2,3,2,232,2.3333333333333335,Others
C01451,2,8,6787.0,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01452,9,8,5930.62,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01453,65,4,732.36,Occasional,2,2,2,222,2.0,About to Sleep
C01454,322,4,399.77,Occasional,5,2,1,521,2.6666666666666665,New Customers
C01455,131,3,3197.6400000000003,Regular,4,1,4,414,3.0,New Customers
C01456,27,3,6390.780000000001,Regular,1,1,5,115,2.3333333333333335,About to Sleep
C01457,159,9,1403.3,Occasional,4,5,3,453,4.0,Potential Loyalists
C01458,64,5,1297.27,Regular,2,3,2,232,2.3333333333333335,Others
C01459,35,3,277.36,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01460,21,7,1588.99,Regular,1,4,3,143,2.6666666666666665,At Risk
C01461,578,2,262.57,Regular,5,1,1,511,2.3333333333333335,New Customers
C01462,4,7,12495.95,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C01463,19,6,1905.5700000000002,Regular,1,4,3,143,2.6666666666666665,At Risk
C01464,5,7,3130.73,Regular,1,4,4,144,3.0,Loyal Customers
C01465,35,6,1506.8200000000002,Occasional,2,4,3,243,3.0,At Risk
C01466,229,4,653.24,Regular,5,2,1,521,2.6666666666666665,New Customers
C01467,294,5,2596.43,Regular,5,3,4,534,4.0,Potential Loyalists
C01468,108,5,3077.3199999999997,Regular,3,3,4,334,3.3333333333333335,Promising
C01469,51,6,1894.6599999999999,Regular,2,4,3,243,3.0,At Risk
C01470,49,3,356.2,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01472,13,5,1511.62,Regular,1,3,3,133,2.3333333333333335,At Risk
C01473,143,3,1479.8400000000001,Occasional,4,1,3,413,2.6666666666666665,New Customers
C01474,19,6,6133.0,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C01475,74,4,1722.01,Occasional,3,2,3,323,2.6666666666666665,Promising
C01476,20,6,2736.2999999999997,Regular,1,4,4,144,3.0,Loyal Customers
C01477,182,5,4086.33,Regular,4,3,5,435,4.0,Potential Loyalists
C01478,53,10,4730.679999999999,Regular,2,5,5,255,4.0,Loyal Customers
C01479,18,4,395.58000000000004,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C01480,111,8,1694.32,VIP,3,5,3,353,3.6666666666666665,Promising
C01481,189,7,4497.88,VIP,4,4,5,445,4.333333333333333,Champions
C01482,213,2,3618.3399999999997,Regular,4,1,5,415,3.3333333333333335,New Customers
C01483,83,4,1010.55,Regular,3,2,2,322,2.3333333333333335,Promising
C01484,17,3,1758.28,Regular,1,1,3,113,1.6666666666666667,About to Sleep
C01485,234,4,1747.3799999999999,Regular,5,2,3,523,3.3333333333333335,New Customers
C01486,105,5,5419.73,Occasional,3,3,5,335,3.6666666666666665,Promising
C01487,269,5,1163.08,Occasional,5,3,2,532,3.3333333333333335,Potential Loyalists
C01489,310,4,553.86,VIP,5,2,1,521,2.6666666666666665,New Customers
C01490,297,2,353.34999999999997,Regular,5,1,1,511,2.3333333333333335,New Customers
C01491,32,2,6336.910000000001,Regular,2,1,5,215,2.6666666666666665,About to Sleep
C01492,114,1,48.92,Regular,3,1,1,311,1.6666666666666667,Others
C01493,2,5,4049.62,Regular,1,3,5,135,3.0,At Risk
C01494,238,2,194.99,Regular,5,1,1,511,2.3333333333333335,New Customers
C01495,27,5,1937.52,Regular,1,3,3,133,2.3333333333333335,At Risk
C01496,141,3,1639.9099999999999,Regular,4,1,3,413,2.6666666666666665,New Customers
C01497,26,5,1740.41,VIP,1,3,3,133,2.3333333333333335,At Risk
C01498,66,7,1467.0,Regular,2,4,3,243,3.0,At Risk
C01499,96,11,4520.4800000000005,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C01500,8,4,1201.44,Regular,1,2,2,122,1.6666666666666667,About to Sleep
C01501,129,3,1383.54,Regular,4,1,3,413,2.6666666666666665,New Customers
C01502,182,3,639.79,Regular,4,1,1,411,2.0,New Customers
C01503,22,6,1985.6299999999999,VIP,1,4,3,143,2.6666666666666665,At Risk
C01504,210,6,1350.0,Occasional,4,4,3,443,3.6666666666666665,Potential Loyalists
C01505,46,7,1731.1100000000001,Occasional,2,4,3,243,3.0,At Risk
C01506,293,4,2638.43,Regular,5,2,4,524,3.6666666666666665,New Customers
C01507,97,3,1619.67,Occasional,3,1,3,313,2.3333333333333335,Others
C01508,60,9,5781.89,Occasional,2,5,5,255,4.0,Loyal Customers
C01509,90,6,1706.99,Regular,3,4,3,343,3.3333333333333335,Promising
C01510,116,8,1320.82,Regular,3,5,2,352,3.3333333333333335,Promising
C01511,126,4,1816.1,Regular,3,2,3,323,2.6666666666666665,Promising
C01512,17,5,690.13,Occasional,1,3,1,131,1.6666666666666667,Others
C01513,26,3,163.39999999999998,Occasional,1,1,1,111,1.0,About to Sleep
C01514,126,5,2185.5099999999998,Regular,3,3,4,334,3.3333333333333335,Promising
C01515,161,2,120.71000000000001,Regular,4,1,1,411,2.0,New Customers
C01516,125,2,2054.13,Regular,3,1,3,313,2.3333333333333335,Others
C01517,196,4,812.81,Regular,4,2,2,422,2.6666666666666665,New Customers
C01518,221,4,7410.18,Regular,4,2,5,425,3.6666666666666665,New Customers
C01519,274,4,1415.7999999999997,Occasional,5,2,3,523,3.3333333333333335,New Customers
C01520,139,5,1657.4499999999998,VIP,4,3,3,433,3.3333333333333335,Potential Loyalists
C01521,37,5,868.1400000000001,Regular,2,3,2,232,2.3333333333333335,Others
C01522,186,10,3503.77,Regular,4,5,4,454,4.333333333333333,Champions
C01523,108,1,2878.29,Regular,3,1,4,314,2.6666666666666665,Others
C01524,89,8,2132.08,Occasional,3,5,3,353,3.6666666666666665,Promising
C01525,113,4,1455.22,Regular,3,2,3,323,2.6666666666666665,Promising
C01526,207,5,1075.22,Regular,4,3,2,432,3.0,Potential Loyalists
C01527,86,5,1074.97,Regular,3,3,2,332,2.6666666666666665,Promising
C01528,451,1,346.29,Regular,5,1,1,511,2.3333333333333335,New Customers
C01529,344,8,1379.15,Regular,5,5,3,553,4.333333333333333,Potential Loyalists
C01530,15,5,3991.0699999999997,VIP,1,3,5,135,3.0,At Risk
C01531,72,3,1297.48,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01532,70,8,1800.7,Regular,2,5,3,253,3.3333333333333335,At Risk
C01533,222,4,1286.88,Occasional,4,2,2,422,2.6666666666666665,New Customers
C01534,11,6,6722.42,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C01535,132,3,1062.87,Regular,4,1,2,412,2.3333333333333335,New Customers
C01536,125,2,53.739999999999995,Regular,3,1,1,311,1.6666666666666667,Others
C01537,40,7,1495.65,Regular,2,4,3,243,3.0,At Risk
C01538,137,7,8183.48,Regular,4,4,5,445,4.333333333333333,Champions
C01539,116,4,1519.35,Regular,3,2,3,323,2.6666666666666665,Promising
C01540,224,4,1565.44,Regular,5,2,3,523,3.3333333333333335,New Customers
C01541,56,5,1216.24,Occasional,2,3,2,232,2.3333333333333335,Others
C01542,499,2,379.36,Regular,5,1,1,511,2.3333333333333335,New Customers
C01543,43,7,2274.04,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01544,624,1,1307.17,Regular,5,1,2,512,2.6666666666666665,New Customers
C01545,258,5,2712.6,VIP,5,3,4,534,4.0,Potential Loyalists
C01546,95,7,3940.4,Regular,3,4,5,345,4.0,Loyal Customers
C01547,143,5,348.05,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C01548,5,8,1264.32,Regular,1,5,2,152,2.6666666666666665,Others
C01549,56,6,2050.11,Regular,2,4,3,243,3.0,At Risk
C01550,112,3,434.03999999999996,Regular,3,1,1,311,1.6666666666666667,Others
C01551,28,8,6039.950000000001,VIP,1,5,5,155,3.6666666666666665,Loyal Customers
C01552,50,3,707.45,Occasional,2,1,1,211,1.3333333333333333,About to Sleep
C01553,54,2,1364.85,Regular,2,1,3,213,2.0,About to Sleep
C01554,61,7,1435.2,Regular,2,4,3,243,3.0,At Risk
C01555,147,4,2665.77,Occasional,4,2,4,424,3.3333333333333335,New Customers
C01556,43,8,1989.92,VIP,2,5,3,253,3.3333333333333335,At Risk
C01557,172,5,1598.6799999999998,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01558,64,7,1574.21,Regular,2,4,3,243,3.0,At Risk
C01559,4,2,457.9,VIP,1,1,1,111,1.0,About to Sleep
C01560,59,3,1535.8200000000002,Regular,2,1,3,213,2.0,About to Sleep
C01561,35,7,9680.45,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01562,119,5,3152.5699999999997,Occasional,3,3,4,334,3.3333333333333335,Promising
C01563,2,3,717.47,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C01564,263,6,1226.12,Occasional,5,4,2,542,3.6666666666666665,Potential Loyalists
C01565,59,4,3592.16,Regular,2,2,4,224,2.6666666666666665,About to Sleep
C01566,1,4,9410.46,VIP,1,2,5,125,2.6666666666666665,About to Sleep
C01567,31,7,4640.81,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01568,82,4,705.94,Regular,3,2,1,321,2.0,Others
C01569,40,3,395.32,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01570,32,3,1823.6399999999999,Regular,2,1,3,213,2.0,About to Sleep
C01571,102,7,2376.54,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01573,72,4,1610.87,Regular,2,2,3,223,2.3333333333333335,About to Sleep
C01574,84,5,1179.92,Occasional,3,3,2,332,2.6666666666666665,Promising
C01575,290,3,1565.98,Regular,5,1,3,513,3.0,New Customers
C01576,81,7,6958.139999999999,VIP,3,4,5,345,4.0,Loyal Customers
C01577,297,6,1170.68,Regular,5,4,2,542,3.6666666666666665,Potential Loyalists
C01578,108,2,1152.77,Regular,3,1,2,312,2.0,Others
C01579,104,5,4408.94,Regular,3,3,5,335,3.6666666666666665,Promising
C01580,173,8,3206.48,Regular,4,5,4,454,4.333333333333333,Champions
C01581,31,4,620.03,Occasional,1,2,1,121,1.3333333333333333,About to Sleep
C01582,97,3,2086.2000000000003,Occasional,3,1,3,313,2.3333333333333335,Others
C01583,41,4,1499.83,Regular,2,2,3,223,2.3333333333333335,About to Sleep
C01584,521,1,23.01,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01585,83,7,1603.26,Regular,3,4,3,343,3.3333333333333335,Promising
C01586,82,6,642.76,Regular,3,4,1,341,2.6666666666666665,Others
C01587,421,2,992.25,Regular,5,1,2,512,2.6666666666666665,New Customers
C01588,316,4,1189.01,Regular,5,2,2,522,3.0,New Customers
C01589,110,4,4127.5199999999995,Regular,3,2,5,325,3.3333333333333335,Promising
C01590,58,3,1714.1,Regular,2,1,3,213,2.0,About to Sleep
C01591,28,5,836.1299999999999,Regular,1,3,2,132,2.0,Others
C01592,143,7,2021.12,VIP,4,4,3,443,3.6666666666666665,Potential Loyalists
C01593,50,1,117.04,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01594,2,9,2055.36,Regular,1,5,3,153,3.0,At Risk
C01595,147,5,1366.0500000000002,Occasional,4,3,3,433,3.3333333333333335,Potential Loyalists
C01596,111,4,1137.53,Regular,3,2,2,322,2.3333333333333335,Promising
C01597,80,9,2608.2,Regular,3,5,4,354,4.0,Loyal Customers
C01598,49,7,1399.3,Regular,2,4,3,243,3.0,At Risk
C01599,207,4,1024.03,Regular,4,2,2,422,2.6666666666666665,New Customers
C01600,288,3,2126.62,Regular,5,1,3,513,3.0,New Customers
C01601,116,6,895.34,Regular,3,4,2,342,3.0,Promising
C01602,183,2,300.27,VIP,4,1,1,411,2.0,New Customers
C01603,104,5,1626.1999999999998,Regular,3,3,3,333,3.0,Promising
C01604,33,4,1136.03,Regular,2,2,2,222,2.0,About to Sleep
C01605,33,9,1762.44,Occasional,2,5,3,253,3.3333333333333335,At Risk
C01606,30,6,2985.73,Occasional,1,4,4,144,3.0,Loyal Customers
C01607,137,6,1433.93,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01608,297,2,4643.24,Occasional,5,1,5,515,3.6666666666666665,New Customers
C01609,105,4,796.9300000000001,Regular,3,2,2,322,2.3333333333333335,Promising
C01610,146,4,1612.83,Regular,4,2,3,423,3.0,New Customers
C01611,129,5,1780.8200000000002,VIP,4,3,3,433,3.3333333333333335,Potential Loyalists
C01612,101,8,12348.99,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C01613,96,6,2851.71,VIP,3,4,4,344,3.6666666666666665,Loyal Customers
C01614,12,5,1135.74,Regular,1,3,2,132,2.0,Others
C01615,70,8,1197.1,Regular,2,5,2,252,3.0,Others
C01616,313,3,1190.07,VIP,5,1,2,512,2.6666666666666665,New Customers
C01617,326,7,2455.8,Regular,5,4,4,544,4.333333333333333,Champions
C01618,251,4,2309.96,Occasional,5,2,4,524,3.6666666666666665,New Customers
C01619,15,7,4784.04,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01620,17,10,3490.27,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01621,36,6,578.76,Occasional,2,4,1,241,2.3333333333333335,Others
C01622,50,5,1397.04,VIP,2,3,3,233,2.6666666666666665,At Risk
C01623,161,7,3773.62,Occasional,4,4,5,445,4.333333333333333,Champions
C01625,136,7,2656.58,Regular,4,4,4,444,4.0,Champions
C01626,238,4,583.14,Occasional,5,2,1,521,2.6666666666666665,New Customers
C01627,56,3,1196.63,Occasional,2,1,2,212,1.6666666666666667,About to Sleep
C01628,102,5,1159.07,Occasional,3,3,2,332,2.6666666666666665,Promising
C01629,3,7,3329.94,Regular,1,4,4,144,3.0,Loyal Customers
C01630,111,6,2860.9,VIP,3,4,4,344,3.6666666666666665,Loyal Customers
C01631,236,5,1697.25,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C01632,136,3,2481.03,VIP,4,1,4,414,3.0,New Customers
C01633,107,8,1988.01,Occasional,3,5,3,353,3.6666666666666665,Promising
C01634,143,4,1153.44,Regular,4,2,2,422,2.6666666666666665,New Customers
C01635,406,4,2841.96,Regular,5,2,4,524,3.6666666666666665,New Customers
C01636,246,5,2436.37,Occasional,5,3,4,534,4.0,Potential Loyalists
C01637,68,4,727.2,Occasional,2,2,2,222,2.0,About to Sleep
C01638,99,5,2228.29,Regular,3,3,4,334,3.3333333333333335,Promising
C01639,67,4,470.46999999999997,VIP,2,2,1,221,1.6666666666666667,About to Sleep
C01640,155,6,2071.8,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01641,38,6,1130.28,Regular,2,4,2,242,2.6666666666666665,Others
C01642,116,2,100.31,Occasional,3,1,1,311,1.6666666666666667,Others
C01643,278,5,1714.63,VIP,5,3,3,533,3.6666666666666665,Potential Loyalists
C01644,227,3,640.14,Regular,5,1,1,511,2.3333333333333335,New Customers
C01645,47,6,963.64,Regular,2,4,2,242,2.6666666666666665,Others
C01646,574,3,1620.72,Regular,5,1,3,513,3.0,New Customers
C01647,54,5,1596.85,Occasional,2,3,3,233,2.6666666666666665,At Risk
C01648,92,3,2674.79,VIP,3,1,4,314,2.6666666666666665,Others
C01649,86,4,3174.56,Regular,3,2,4,324,3.0,Promising
C01650,137,3,179.4,VIP,4,1,1,411,2.0,New Customers
C01651,113,3,463.4,VIP,3,1,1,311,1.6666666666666667,Others
C01652,336,4,1643.81,Regular,5,2,3,523,3.3333333333333335,New Customers
C01653,32,4,1039.46,Regular,2,2,2,222,2.0,About to Sleep
C01654,19,6,971.47,Occasional,1,4,2,142,2.3333333333333335,Others
C01655,35,5,1037.41,Occasional,2,3,2,232,2.3333333333333335,Others
C01656,148,5,1075.6399999999999,Regular,4,3,2,432,3.0,Potential Loyalists
C01657,210,4,3820.39,Regular,4,2,5,425,3.6666666666666665,New Customers
C01658,169,3,1795.6599999999999,Regular,4,1,3,413,2.6666666666666665,New Customers
C01659,60,6,1428.18,Regular,2,4,3,243,3.0,At Risk
C01660,128,3,853.39,Regular,3,1,2,312,2.0,Others
C01661,81,5,1305.71,Regular,3,3,2,332,2.6666666666666665,Promising
C01662,36,7,2438.8,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01663,283,3,1969.3700000000001,Occasional,5,1,3,513,3.0,New Customers
C01664,193,6,1199.99,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01665,283,4,1736.51,Occasional,5,2,3,523,3.3333333333333335,New Customers
C01666,68,5,693.17,Regular,2,3,1,231,2.0,Others
C01667,108,5,3993.4199999999996,Regular,3,3,5,335,3.6666666666666665,Promising
C01668,105,5,1130.6799999999998,VIP,3,3,2,332,2.6666666666666665,Promising
C01669,64,6,1917.64,Regular,2,4,3,243,3.0,At Risk
C01670,143,3,303.46,Occasional,4,1,1,411,2.0,New Customers
C01671,331,4,487.49,Regular,5,2,1,521,2.6666666666666665,New Customers
C01672,79,6,1676.71,Regular,3,4,3,343,3.3333333333333335,Promising
C01673,155,3,1263.49,Regular,4,1,2,412,2.3333333333333335,New Customers
C01674,67,3,964.5699999999999,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01675,25,6,4008.04,Occasional,1,4,5,145,3.3333333333333335,Loyal Customers
C01676,50,6,1857.2800000000002,Regular,2,4,3,243,3.0,At Risk
C01677,257,4,1460.8799999999999,Regular,5,2,3,523,3.3333333333333335,New Customers
C01678,283,3,867.27,Regular,5,1,2,512,2.6666666666666665,New Customers
C01679,52,9,953.55,Regular,2,5,2,252,3.0,Others
C01680,116,5,949.04,Regular,3,3,2,332,2.6666666666666665,Promising
C01681,29,6,1661.92,Regular,1,4,3,143,2.6666666666666665,At Risk
C01682,212,2,2794.31,Regular,4,1,4,414,3.0,New Customers
C01683,49,7,4589.990000000001,Occasional,2,4,5,245,3.6666666666666665,Loyal Customers
C01684,254,5,912.9999999999999,Occasional,5,3,2,532,3.3333333333333335,Potential Loyalists
C01685,324,4,495.2,Occasional,5,2,1,521,2.6666666666666665,New Customers
C01686,134,6,3574.0699999999997,Regular,4,4,4,444,4.0,Champions
C01687,134,7,1909.56,VIP,4,4,3,443,3.6666666666666665,Potential Loyalists
C01688,67,5,1336.31,Regular,2,3,2,232,2.3333333333333335,Others
C01689,426,3,1449.6800000000003,Regular,5,1,3,513,3.0,New Customers
C01690,9,2,345.34000000000003,Regular,1,1,1,111,1.0,About to Sleep
C01691,14,8,1067.78,Regular,1,5,2,152,2.6666666666666665,Others
C01692,200,4,1740.14,Regular,4,2,3,423,3.0,New Customers
C01693,366,3,764.13,Regular,5,1,2,512,2.6666666666666665,New Customers
C01694,83,7,642.8,Regular,3,4,1,341,2.6666666666666665,Others
C01695,69,5,3806.5199999999995,Regular,2,3,5,235,3.3333333333333335,At Risk
C01696,12,5,1993.1299999999999,Regular,1,3,3,133,2.3333333333333335,At Risk
C01697,7,9,4388.95,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C01698,60,3,825.39,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01699,269,3,3745.91,Regular,5,1,5,515,3.6666666666666665,New Customers
C01700,208,5,1445.51,VIP,4,3,3,433,3.3333333333333335,Potential Loyalists
C01701,172,4,348.09,Regular,4,2,1,421,2.3333333333333335,New Customers
C01702,146,6,3402.11,Regular,4,4,4,444,4.0,Champions
C01703,148,5,1022.76,Regular,4,3,2,432,3.0,Potential Loyalists
C01704,57,4,875.04,Regular,2,2,2,222,2.0,About to Sleep
C01705,64,4,231.05,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01706,136,8,2854.82,Regular,4,5,4,454,4.333333333333333,Champions
C01707,203,4,5541.97,Occasional,4,2,5,425,3.6666666666666665,New Customers
C01708,72,4,9790.5,VIP,2,2,5,225,3.0,About to Sleep
C01709,19,9,4689.84,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01710,38,10,3956.48,Occasional,2,5,5,255,4.0,Loyal Customers
C01711,423,2,293.77,Regular,5,1,1,511,2.3333333333333335,New Customers
C01712,174,7,2112.22,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01713,31,5,4193.31,Regular,1,3,5,135,3.0,At Risk
C01714,9,7,2178.09,Occasional,1,4,4,144,3.0,Loyal Customers
C01715,156,10,4936.99,Regular,4,5,5,455,4.666666666666667,Champions
C01716,32,5,2936.23,Regular,2,3,4,234,3.0,At Risk
C01717,94,5,601.44,Occasional,3,3,1,331,2.3333333333333335,Others
C01718,126,5,713.94,Regular,3,3,2,332,2.6666666666666665,Promising
C01719,36,5,2484.29,Occasional,2,3,4,234,3.0,At Risk
C01720,32,3,738.9000000000001,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01721,163,6,2032.85,VIP,4,4,3,443,3.6666666666666665,Potential Loyalists
C01722,34,4,441.27,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01723,167,5,2213.34,Occasional,4,3,4,434,3.6666666666666665,Potential Loyalists
C01724,95,8,3515.23,Occasional,3,5,4,354,4.0,Loyal Customers
C01725,46,6,1559.6200000000001,Regular,2,4,3,243,3.0,At Risk
C01726,113,7,7445.95,Regular,3,4,5,345,4.0,Loyal Customers
C01727,376,3,1939.26,Regular,5,1,3,513,3.0,New Customers
C01728,117,4,460.22,Regular,3,2,1,321,2.0,Others
C01729,44,7,2710.77,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01730,91,5,3932.63,Regular,3,3,5,335,3.6666666666666665,Promising
C01731,35,7,2338.54,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01732,70,3,492.56,Occasional,2,1,1,211,1.3333333333333333,About to Sleep
C01733,74,1,549.49,Regular,3,1,1,311,1.6666666666666667,Others
C01734,76,7,1671.06,VIP,3,4,3,343,3.3333333333333335,Promising
C01735,90,2,824.79,Regular,3,1,2,312,2.0,Others
C01736,99,4,2283.85,Occasional,3,2,4,324,3.0,Promising
C01737,66,6,1279.93,Occasional,2,4,2,242,2.6666666666666665,Others
C01738,146,4,2123.12,Regular,4,2,3,423,3.0,New Customers
C01739,462,4,757.29,Regular,5,2,2,522,3.0,New Customers
C01740,89,4,1491.3,Regular,3,2,3,323,2.6666666666666665,Promising
C01741,147,3,572.99,Regular,4,1,1,411,2.0,New Customers
C01742,20,4,423.0,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C01744,25,4,271.83,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C01745,108,5,2244.87,Occasional,3,3,4,334,3.3333333333333335,Promising
C01746,200,7,2277.35,VIP,4,4,4,444,4.0,Champions
C01747,11,10,6230.98,VIP,1,5,5,155,3.6666666666666665,Loyal Customers
C01748,78,5,3051.85,Regular,3,3,4,334,3.3333333333333335,Promising
C01749,191,5,1582.22,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01750,437,4,3289.71,VIP,5,2,4,524,3.6666666666666665,New Customers
C01751,93,7,3121.7400000000002,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01752,178,8,1390.76,Regular,4,5,3,453,4.0,Potential Loyalists
C01753,90,5,711.4300000000001,Regular,3,3,1,331,2.3333333333333335,Others
C01754,10,7,8209.67,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01755,365,4,1702.54,VIP,5,2,3,523,3.3333333333333335,New Customers
C01756,90,7,525.5699999999999,Occasional,3,4,1,341,2.6666666666666665,Others
C01758,57,4,588.38,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01759,58,5,782.66,Regular,2,3,2,232,2.3333333333333335,Others
C01760,2,7,1658.69,Regular,1,4,3,143,2.6666666666666665,At Risk
C01761,3,4,5348.04,Regular,1,2,5,125,2.6666666666666665,About to Sleep
C01762,51,3,6604.54,VIP,2,1,5,215,2.6666666666666665,About to Sleep
C01763,7,5,1003.1800000000001,Regular,1,3,2,132,2.0,Others
C01764,205,5,1854.16,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01765,439,5,1638.95,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C01766,91,6,3943.55,Regular,3,4,5,345,4.0,Loyal Customers
C01767,17,7,5147.28,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01768,69,9,3872.02,Occasional,2,5,5,255,4.0,Loyal Customers
C01769,494,3,1555.89,Regular,5,1,3,513,3.0,New Customers
C01770,9,4,2075.1,Regular,1,2,3,123,2.0,About to Sleep
C01771,21,11,2620.2,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01772,195,5,3823.5299999999997,Occasional,4,3,5,435,4.0,Potential Loyalists
C01773,19,8,4184.33,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01774,67,6,6016.1900000000005,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01775,69,5,107.91,Occasional,2,3,1,231,2.0,Others
C01776,4,4,2363.1800000000003,Regular,1,2,4,124,2.3333333333333335,About to Sleep
C01777,521,5,968.52,Regular,5,3,2,532,3.3333333333333335,Potential Loyalists
C01778,155,6,2100.64,Occasional,4,4,3,443,3.6666666666666665,Potential Loyalists
C01779,194,5,1455.51,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01780,145,6,1198.1799999999998,VIP,4,4,2,442,3.3333333333333335,Potential Loyalists
C01782,20,6,1210.68,Regular,1,4,2,142,2.3333333333333335,Others
C01783,694,1,33.65,Regular,5,1,1,511,2.3333333333333335,New Customers
C01784,76,5,643.9499999999999,Occasional,3,3,1,331,2.3333333333333335,Others
C01785,73,5,4587.97,Regular,3,3,5,335,3.6666666666666665,Promising
C01786,39,9,4544.33,Regular,2,5,5,255,4.0,Loyal Customers
C01787,258,4,1750.25,Regular,5,2,3,523,3.3333333333333335,New Customers
C01788,13,7,4274.68,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01789,254,1,54.62,Regular,5,1,1,511,2.3333333333333335,New Customers
C01790,164,4,5408.25,Regular,4,2,5,425,3.6666666666666665,New Customers
C01791,149,12,1657.49,Regular,4,5,3,453,4.0,Potential Loyalists
C01792,196,4,2587.62,VIP,4,2,4,424,3.3333333333333335,New Customers
C01793,181,7,4862.0199999999995,Occasional,4,4,5,445,4.333333333333333,Champions
C01794,63,4,511.15,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01795,140,7,1723.01,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01796,21,8,5583.82,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01797,91,4,549.69,Occasional,3,2,1,321,2.0,Others
C01798,23,6,1211.37,Regular,1,4,2,142,2.3333333333333335,Others
C01799,247,7,636.25,Regular,5,4,1,541,3.3333333333333335,Potential Loyalists
C01800,70,7,3194.62,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01801,408,6,4563.18,Regular,5,4,5,545,4.666666666666667,Champions
C01802,31,6,2906.0600000000004,Regular,1,4,4,144,3.0,Loyal Customers
C01803,224,5,1109.53,Occasional,5,3,2,532,3.3333333333333335,Potential Loyalists
C01804,281,2,892.2099999999999,Occasional,5,1,2,512,2.6666666666666665,New Customers
C01805,84,4,1125.79,Regular,3,2,2,322,2.3333333333333335,Promising
C01806,172,8,5582.6,Regular,4,5,5,455,4.666666666666667,Champions
C01807,173,3,1266.55,Regular,4,1,2,412,2.3333333333333335,New Customers
C01808,2,4,3366.23,VIP,1,2,4,124,2.3333333333333335,About to Sleep
